,married,race,loan_decision,occupancy,loan_amount,applicant_income,num_units,num_dependants,self_employed,monthly_income,purchase_price,liquid_assets,mortage_payment_history,consumer_credit_history,filed_bankruptcy,property_type,gender
657,false,white,approve,1,120,666,1,0,false,4667,179.0,89.0,2,1,false,1,male
658,true,white,approve,1,117,56,1,2,false,2750,137.0,17.0,2,1,false,2,male
659,false,white,approve,1,71,78,1,0,false,6500,88.0,29.0,3,4,false,1,male
660,true,white,approve,1,225,90,1,2,false,7500,330.0,68.0,2,1,false,2,male
661,false,white,approve,1,120,50,1,0,false,4191,135.0,24.0,2,2,false,2,male
662,true,hispan,reject,1,170,69,1,1,false,3125,178.0,20.0,2,1,false,2,male
663,false,white,approve,1,187,145,1,0,false,8333,434.0,246.0,2,2,false,2,male
664,false,black,approve,1,70,34,1,0,false,3073,85.0,20.0,2,1,true,1,male
665,true,white,approve,1,92,38,1,2,false,1980,172.0,124.0,1,1,false,2,male
666,false,white,approve,1,120,55,1,0,false,1907,139.0,20.0,2,1,false,2,female
667,true,white,approve,1,70,56,1,0,false,3371,171.0,44.0,2,4,false,2,male
668,true,white,approve,1,113,84,1,0,false,3416,125.0,24.0,2,1,false,2,female
669,false,white,approve,1,158,68,1,0,false,3858,175.0,30.0,2,1,false,2,male
670,false,white,reject,1,83,120,1,0,true,11000,110.0,145.0,2,1,false,1,male
671,true,white,approve,1,90,62,1,1,false,2600,105.0,25.0,1,2,false,1,male
672,true,white,approve,1,148,73,1,1,false,4241,164.0,60.0,2,2,true,2,male
673,true,white,approve,1,108,36,1,3,false,3850,120.0,8.0,2,1,false,2,male
674,false,hispan,approve,1,166,59,1,2,false,4923,207.0,49.0,2,3,false,2,male
675,true,white,approve,1,100,116,1,0,false,3600,286.0,50.0,1,4,false,2,male
676,true,white,approve,1,187,73,1,2,false,6084,298.0,21.0,1,1,false,2,male
677,true,white,approve,1,105,43,1,2,false,3346,152.0,15.0,2,2,false,2,male
678,true,white,approve,1,136,52,1,1,false,2500,170.0,59.0,1,1,false,2,male
679,true,white,reject,1,99,69,1,4,false,3992,110.0,16.0,2,1,false,2,male
680,false,white,approve,1,185,135,1,0,false,9675,205.0,177.7,3,1,false,1,male
681,true,white,approve,1,90,41,1,0,false,3375,131.0,76.0,1,3,false,1,male
682,false,white,approve,1,188,78,4,0,false,3554,233.0,47.0,1,1,false,3,male
683,true,white,approve,1,90,80,1,0,false,4167,268.0,14.7,2,1,false,2,female
684,false,hispan,approve,1,122,145,1,0,false,11167,153.0,93.0,2,1,false,2,male
685,true,white,approve,1,135,55,1,1,false,3500,196.0,73.0,2,1,false,2,male
686,true,white,approve,1,150,106,1,0,false,5500,250.0,28.0,1,1,false,2,male
687,true,white,approve,2,152,234,2,3,false,19500,190.0,159.0,1,2,false,3,male
688,true,white,approve,1,124,47,1,2,false,3917,165.0,54.0,2,1,false,2,male
689,false,white,approve,1,120,53,1,0,false,4408,150.0,516.0,2,2,false,2,female
690,false,white,approve,1,80,39,1,0,false,3244,100.0,86.37,2,1,false,2,female
691,false,white,approve,1,77,28,1,0,false,2292,103.0,40.0,2,1,false,1,female
692,true,white,approve,1,70,60,1,1,false,3321,70.0,0.4,1,2,false,2,male
693,true,white,approve,1,187,96,1,2,false,8596,290.0,43.0,1,1,false,2,.
694,true,white,approve,1,159,77,1,1,false,5416,177.0,46.0,2,3,false,2,male
695,false,white,approve,1,55,74,2,0,false,3975,90.0,87.0,1,1,false,3,male
696,false,white,approve,1,59,29,1,0,false,2479,65.0,10.0,2,1,false,1,male
697,false,white,approve,1,126,66,1,0,false,2583,158.0,46.0,2,5,false,2,male
698,false,white,approve,1,105,348,1,0,false,29000,205.0,1450.0,1,1,false,1,male
699,false,white,reject,1,127,41,1,0,false,3418,152.0,36.0,2,1,false,2,male
700,true,white,approve,1,124,60,1,0,false,3333,155.0,50.0,2,2,false,1,male
701,false,white,approve,1,181,96,1,0,false,4683,227.0,134.0,2,1,false,2,male
702,false,black,approve,1,55,21,1,1,true,1800,105.0,1.0,2,2,false,1,male
703,false,white,approve,1,160,81,4,0,true,0,200.0,21.0,1,5,false,3,male
704,true,white,approve,1,100,120,1,2,true,10065,125.0,38.5,3,1,false,1,male
705,false,white,approve,1,214,120,1,0,false,10000,314.0,200.0,2,1,false,1,female
706,false,white,approve,1,158,73,1,0,false,3149,188.0,25.0,2,1,false,2,male
707,false,white,approve,1,126,56,1,1,true,1962,140.1,28.2,2,3,false,2,male
708,true,white,reject,1,128,53,1,3,false,3430,160.0,38.0,2,6,false,2,male
709,false,white,approve,1,104,67,1,1,true,5555,130.0,108.0,2,5,false,1,female
710,true,white,approve,1,240,93,1,1,true,7787,300.0,87.0,1,2,false,2,male
711,true,hispan,approve,1,112,48,1,2,false,2869,125.0,15.0,1,1,false,1,male
712,true,white,approve,1,130,68,1,3,true,5703,195.0,51.0,2,1,false,2,male
713,true,white,approve,1,137,70,1,0,false,3173,177.0,52.4,2,1,false,2,male
714,false,white,approve,1,50,29,1,0,false,2463,56.0,9.0,2,1,false,1,male
715,false,black,reject,1,132,55,1,0,false,3391,165.0,32.6,2,1,false,2,male
716,true,black,approve,1,65,72,1,2,false,4071,106.1,56.1,2,2,false,2,male
717,true,white,approve,1,100,58,1,3,false,3850,185.0,6.0,1,2,false,2,male
718,false,black,approve,1,77,40,1,1,false,3254,107.0,35.0,1,3,false,1,female
719,true,white,reject,1,135,23,1,0,false,150,150.0,33.0,2,1,false,1,male
720,true,white,approve,2,108,44,1,3,false,3570,120.0,6.0,2,1,false,2,male
721,true,white,approve,1,115,49,1,2,false,3673,144.0,2.0,1,1,false,2,male
722,true,white,approve,1,148,79,1,0,false,3873,156.0,19.29,2,1,false,2,male
723,true,white,approve,1,131,66,1,0,false,3727,131.0,17.0,2,1,false,2,male
724,true,white,approve,2,110,50,1,0,true,2500,150.0,150.0,1,1,false,2,male
725,true,white,reject,1,105,58,1,1,true,3343,140.0,55.0,1,2,false,1,male
726,false,white,approve,1,113,44,1,0,false,3683,165.0,34.0,1,1,false,1,female
727,true,white,approve,1,300,285,1,2,false,23743,375.0,85.0,1,5,false,1,male
728,true,white,approve,2,400,159,1,3,false,13371,474.0,1000000.0,2,1,false,2,male
729,true,black,reject,1,72,108,3,2,true,5000,92.0,18.0,1,5,true,3,male
730,true,white,approve,1,268,113,1,3,false,9334,335.0,137.0,2,1,false,2,male
731,true,white,approve,1,127,80,1,2,false,4283,141.0,7.0,2,1,false,2,female
732,false,white,approve,1,90,43,2,1,false,3620,90.0,11.5,2,2,false,3,female
733,true,white,reject,1,60,666,1,0,false,2221,120.0,14.6,2,6,true,2,male
734,false,white,approve,1,83,48,1,0,false,4000,110.0,31.0,1,3,true,1,male
735,true,white,approve,1,150,115,1,1,false,6000,187.0,17.0,2,1,false,1,male
736,true,white,approve,1,125,51,1,0,false,4258,225.0,137.0,1,6,false,2,male
737,true,white,approve,1,600,372,1,2,true,8090,1010.0,163.0,1,3,false,2,male
738,false,white,approve,1,104,68,1,0,false,1561,134.0,44.0,1,1,false,2,female
739,true,white,approve,1,147,54,1,2,false,4500,184.0,43.0,1,1,false,2,male
740,true,white,approve,1,116,69,1,2,false,4009,145.0,18.0,2,3,false,2,male
741,false,white,approve,1,144,69,1,0,false,2971,152.0,13.0,2,2,false,2,male
742,true,white,approve,1,116,60,1,0,false,3055,151.0,117.0,2,1,false,2,male
743,true,white,approve,1,175,120,1,0,true,8333,331.0,231.0,2,1,false,2,male
744,true,white,approve,1,299,131,1,1,false,7919,320.0,100.0,1,2,false,2,male
745,true,white,approve,1,175,180,1,1,false,15000,358.0,170.0,2,1,false,2,male
746,true,white,approve,1,175,103,1,0,false,7578,195.0,47.0,2,2,false,2,male
747,true,white,approve,1,128,85,1,0,false,6250,160.0,15.9,2,1,false,1,male
748,true,white,reject,1,170,59,1,0,false,3250,115.0,32.0,2,1,false,2,male
749,false,white,approve,1,106,57,1,0,false,2916,126.0,28.0,2,2,false,2,male
750,true,white,approve,1,113,60,1,0,false,3083,170.0,31.0,2,1,false,2,male
751,true,white,reject,1,138,57,1,3,true,4735,186.0,64.0,2,1,false,2,male
752,true,white,approve,1,124,65,1,0,false,2517,155.0,39.0,2,1,false,2,male
753,false,white,approve,1,95,76,1,0,false,5416,122.0,46.9,1,1,false,1,male
754,true,black,approve,1,120,59,1,1,false,2014,133.0,37.0,2,6,false,2,male
755,true,white,approve,1,210,95,1,2,false,6250,280.0,13.0,1,2,false,2,male
756,true,white,approve,1,55,97,1,1,false,3218,110.0,170.0,1,1,false,2,male
757,.,white,approve,1,158,50,.,.,false,4758,175.0,13.0,2,1,true,1,male
758,false,white,approve,1,200,77,1,0,true,6400,205.0,1000000.0,2,1,false,2,male
759,true,white,approve,1,90,49,1,1,false,3750,153.0,71.0,1,1,false,2,male
760,true,white,approve,1,51,36,1,1,false,1761,67.5,23.8,2,1,false,1,.
761,true,white,approve,1,142,73,1,3,false,3021,149.7,31.7,2,4,false,2,male
762,true,white,approve,1,104,55,1,1,false,2491,115.6,17.0,2,1,false,2,male
763,true,hispan,approve,1,100,47,1,0,true,2228,138.0,43.31,2,1,false,2,male
764,true,white,approve,1,118,71,1,0,false,1902,148.0,61.0,2,1,false,2,male
765,true,white,approve,1,42,45,1,0,false,3716,47.0,14.0,2,1,false,1,male
766,false,white,approve,1,110,48,1,0,false,3333,169.9,68.4,2,1,false,2,.
767,false,white,approve,1,120,69,1,0,false,3189,130.0,19.0,2,4,false,2,male
768,false,white,reject,1,103,40,2,3,false,4083,114.0,15.0,2,4,false,3,female
769,true,white,approve,1,425,420,1,2,false,35000,755.0,113.0,1,5,false,2,male
770,true,white,approve,1,110,164,1,1,false,3467,172.0,41.0,2,1,true,2,male
771,true,white,approve,1,108,46,1,0,false,833,158.0,76.0,2,5,false,2,male
772,false,white,approve,1,119,93,1,0,false,1714,148.6,22.3,2,6,false,2,male
773,false,black,approve,1,280,100,1,0,false,8333,350.0,94.0,3,3,true,2,female
774,true,black,approve,1,160,52,1,0,false,2500,178.0,30.0,1,3,false,2,male
775,true,white,approve,1,140,61,1,1,false,3155,175.0,2.6,1,1,false,2,male
776,false,white,approve,1,144,85,1,0,false,7083,159.0,18.0,2,2,false,1,female
777,true,black,approve,1,108,41,1,0,true,3333,135.0,80.0,2,1,false,1,male
778,false,white,approve,1,50,50,1,0,false,3727,190.0,189.2,2,1,false,1,male
779,true,hispan,approve,1,116,59,1,1,false,2624,130.0,21.0,1,1,false,2,male
780,true,white,approve,1,220,157,1,4,false,13090,230.0,92.0,2,1,false,2,male
781,true,white,approve,1,170,48,1,1,false,5500,302.0,65.0,2,1,false,2,male
782,false,white,reject,1,150,56,1,0,false,4727,167.0,24.0,2,3,false,2,male
783,true,white,reject,1,255,69,1,0,true,5746,397.0,162.0,1,1,false,2,male
784,true,white,approve,1,100,74,1,4,false,3089,197.0,20.47,1,1,false,2,male
785,false,white,approve,1,122,42,1,0,true,3463,172.0,98.0,2,2,false,2,female
786,true,white,reject,1,139,88,1,3,false,6794,155.0,24.1,2,6,true,1,male
787,false,black,approve,1,112,45,1,1,false,3812,140.0,39.0,2,1,true,2,female
788,true,white,approve,1,550,384,1,0,true,32000,1450.0,275.0,1,2,false,2,male
789,true,hispan,approve,1,96,40,1,1,false,3315,120.0,28.0,2,1,false,1,male
790,false,black,approve,1,138,60,3,0,false,3819,178.0,54.0,2,1,false,3,male
791,true,white,reject,3,260,131,1,2,true,10890,200.0,152.0,1,2,false,2,male
792,false,white,approve,1,120,59,1,2,false,4875,140.0,15.0,2,1,false,2,female
793,true,white,approve,1,219,139,1,1,false,11666,292.0,1700.0,2,5,false,2,male
794,false,white,approve,1,150,144,1,0,false,12941,235.0,361.9,1,1,false,1,female
795,true,white,approve,1,120,84,1,2,false,5819,440.0,203.1,1,1,false,2,male
796,false,white,approve,1,140,36,2,0,false,2693,95.0,16.0,2,2,false,3,female
797,true,black,approve,1,140,46,1,1,false,2510,155.0,48.7,1,1,false,2,male
798,false,white,approve,1,40,68,1,2,false,5596,275.0,46.0,2,2,false,1,female
799,true,white,approve,1,140,58,1,1,false,4995,210.0,88.0,1,1,false,2,male
800,true,white,approve,1,230,80,1,0,false,3866,245.0,59.0,2,2,false,2,male
801,true,white,approve,1,140,156,1,0,false,10518,340.0,239.6,2,1,false,2,male
802,true,white,approve,1,330,130,1,2,true,9983,510.0,29.0,1,2,false,2,male
803,false,white,approve,1,155,104,1,0,false,2965,175.0,40.0,2,2,false,2,male
804,true,black,approve,1,108,41,1,2,true,6250,318.0,27.0,2,5,false,2,male
805,true,black,approve,1,118,81,1,1,false,2817,148.0,26.0,1,6,false,2,female
806,true,black,approve,1,130,82,1,0,false,2558,141.0,11.0,2,2,false,2,male
807,true,black,approve,1,135,84,3,0,true,7015,150.0,43.5,1,1,false,3,male
808,true,white,approve,2,123,96,1,0,false,3406,154.0,35.0,1,1,false,2,male
809,true,white,approve,1,221,80,1,2,false,6618,245.0,50.0,1,1,false,2,male
810,false,white,reject,1,120,50,3,0,true,6050,120.0,49.88,4,1,false,3,male
811,true,white,approve,2,112,117,1,2,false,9703,125.0,229.0,1,1,false,1,male
812,false,white,reject,1,90,139,1,0,false,3276,112.0,31.0,2,1,false,2,male
813,true,white,approve,1,272,150,1,2,false,12500,340.0,109.0,1,2,false,2,male
814,false,white,reject,1,199,666,1,0,true,8703,250.0,51.0,1,2,false,2,male
815,true,white,approve,1,139,65,1,1,false,4742,146.0,36.0,2,5,true,2,male
816,true,white,approve,1,137,79,1,1,false,6608,180.0,44.43,2,1,false,2,male
817,false,white,approve,1,125,49,1,0,true,4106,135.0,23.0,2,5,false,2,male
818,true,white,approve,1,166,63,1,1,false,5027,180.0,11.0,2,1,false,2,male
819,false,white,approve,1,150,71,1,0,false,5900,150.0,19.0,2,6,false,2,male
820,true,white,approve,1,160,95,1,0,true,6041,200.0,56.0,2,1,false,2,male
821,true,white,approve,1,123,49,1,1,false,2882,137.0,43.0,2,1,false,2,male
822,true,white,approve,1,90,35,1,0,false,1809,160.0,83.0,2,1,false,2,male
823,true,white,approve,1,116,63,1,0,false,3152,128.0,16.0,1,2,false,2,male
824,false,black,approve,1,180,89,3,0,false,3071,198.0,249.0,2,1,false,3,male
825,true,white,approve,1,49,42,1,0,false,3485,61.0,16.0,2,6,false,1,female
826,true,white,approve,1,168,67,1,0,false,3033,177.0,26.0,2,1,false,2,female
827,true,hispan,approve,1,216,102,1,0,false,7285,239.9,31.3,2,1,false,2,male
828,true,white,approve,1,113,48,1,0,false,2783,125.0,24.0,2,1,false,2,male
829,true,white,approve,1,108,33,1,2,false,3980,196.0,20.0,1,1,false,2,male
830,true,white,approve,1,177,90,1,2,false,7500,327.5,67.28,1,1,false,2,male
831,true,hispan,approve,1,166,99,1,0,false,4515,208.0,177.0,2,1,false,2,.
832,true,black,reject,1,201,40,2,0,false,1668,212.0,15.0,2,5,false,3,male
833,false,white,reject,1,138,39,1,2,false,3427,198.0,13.33,2,1,false,3,female
834,true,white,approve,1,126,57,1,2,false,3940,193.0,31.0,3,1,false,2,male
835,true,white,approve,1,105,61,1,1,false,2586,110.0,7.0,2,6,false,2,male
836,true,white,approve,1,201,96,1,0,false,8000,251.0,112.0,1,1,false,2,male
837,false,white,approve,1,110,48,1,0,false,4041,149.0,51.0,2,1,false,2,male
838,false,white,approve,1,104,127,1,0,true,2583,145.0,1.0,2,1,false,2,male
839,false,white,reject,1,148,60,1,0,false,5000,147.9,10.25,2,1,false,1,male
840,true,hispan,approve,1,279,106,1,1,false,2661,310.0,41.0,2,1,false,2,male
841,false,white,reject,1,192,195,1,0,true,16250,240.0,64.0,1,3,true,2,male
842,true,white,approve,1,284,130,1,2,false,6833,355.0,274.0,2,1,false,2,male
843,false,white,approve,1,255,37,1,3,false,3083,350.0,3.0,2,3,false,2,female
844,true,white,approve,1,168,89,1,0,false,4550,209.5,55.2,1,1,false,2,male
845,false,white,approve,1,119,94,1,0,false,3916,158.0,81.0,2,1,false,2,male
846,false,white,reject,1,115,60,1,0,false,6045,145.0,31.0,2,6,false,2,male
847,true,hispan,approve,1,180,132,1,0,false,8409,225.0,13.0,1,6,false,2,male
848,true,black,approve,1,105,74,1,1,true,6166,120.0,31.0,2,1,false,2,male
849,true,white,approve,1,50,84,1,0,false,1169,87.0,4.0,2,3,false,1,male
850,true,black,reject,1,117,51,1,1,false,2463,144.0,22.0,2,5,false,1,male
851,true,white,reject,1,94,63,1,4,false,5250,118.0,14.0,1,1,false,1,male
852,true,white,reject,1,72,58,1,2,false,4855,76.0,6.0,1,6,false,1,male
853,true,white,approve,1,490,120,1,0,false,14583,635.0,195.0,1,1,false,2,male
854,false,white,approve,1,125,49,1,0,true,1599,156.0,34.0,2,1,false,2,male
855,true,black,approve,1,100,43,1,0,false,1712,105.0,8.0,1,2,false,2,female
856,true,white,reject,1,304,201,1,0,false,14683,449.0,737.0,1,2,false,2,male
857,true,white,approve,1,300,55,1,0,false,67000,420.0,2970.0,2,1,false,2,male
858,true,white,approve,1,88,42,1,1,false,2025,109.0,5.7,1,1,false,2,male
859,true,hispan,reject,1,214,115,1,2,true,4246,225.0,13.4,2,2,false,3,male
860,true,white,approve,1,150,69,1,0,false,3542,163.0,17.0,2,1,false,1,male
861,true,hispan,reject,1,128,30,4,3,false,4931,160.0,5.0,2,5,true,3,male
862,true,white,approve,1,330,129,1,1,false,6083,550.0,222.0,1,1,false,2,male
863,true,white,approve,1,57,44,1,0,false,2167,72.0,18.0,2,1,false,1,male
864,true,white,approve,1,133,90,1,0,false,4333,147.5,23.9,2,1,false,2,male
865,false,white,approve,3,134,51,1,0,false,2060,181.0,23.0,2,2,false,2,male
866,true,white,approve,1,139,67,1,0,false,2946,153.0,25.0,2,1,false,2,male
867,false,white,approve,1,155,30,2,1,false,3481,300.0,356.0,1,2,false,2,female
868,false,white,approve,1,120,86,1,0,false,7200,149.8,39.4,1,2,false,1,female
869,false,hispan,approve,1,128,62,1,0,true,5166,160.0,44.0,2,4,false,1,male
870,true,white,approve,1,100,65,1,0,false,5450,125.0,45.0,2,3,false,1,female
871,true,white,approve,1,250,324,1,0,false,7408,500.0,240.0,2,2,false,2,male
872,false,white,approve,1,151,91,1,0,false,4095,168.0,26.0,2,6,true,2,male
873,false,white,approve,1,140,55,1,0,false,4583,175.0,35.0,2,1,false,2,male
874,true,white,approve,1,150,74,1,2,false,4708,188.0,23.0,1,5,false,2,male
875,false,black,approve,1,187,89,1,1,false,5823,187.45,3.0,2,1,false,2,male
876,false,white,approve,1,123,43,1,0,false,3561,140.0,24.0,2,1,false,2,male
877,true,white,approve,1,95,42,1,3,false,3417,132.0,3.0,1,1,false,1,male
878,true,black,reject,1,143,80,4,0,false,7895,190.0,83.0,1,1,false,3,male
879,true,white,approve,1,160,73,1,3,false,4333,211.0,2.0,2,4,false,2,male
880,false,white,reject,1,135,41,1,0,false,3418,152.0,36.0,2,1,false,2,female
881,false,white,approve,1,90,55,1,1,false,2876,140.0,50.0,1,1,false,1,female
882,false,white,approve,1,250,115,3,0,true,9545,350.0,263.0,2,1,false,3,male
883,false,white,approve,1,209,108,1,0,false,4150,244.0,53.0,2,1,false,2,male
884,true,white,approve,1,89,43,1,0,false,2318,99.0,14.9,2,1,false,2,male
885,false,white,approve,1,30,37,1,0,false,3237,88.0,52.0,2,6,false,1,female
886,true,white,approve,1,109,63,1,3,false,5250,155.0,7.0,3,3,false,2,male
887,true,hispan,approve,1,200,85,1,2,false,4083,280.0,90.73,1,1,false,2,male
888,true,white,approve,1,136,134,1,0,false,11146,436.0,463.0,2,1,false,2,male
889,false,white,approve,1,126,56,1,0,false,2833,158.0,41.0,2,2,false,2,male
890,true,white,approve,1,185,295,1,0,true,14908,370.0,1211.0,1,1,false,1,male
891,true,white,approve,1,150,58,1,0,false,2620,195.0,93.0,2,1,false,2,male
892,true,hispan,approve,1,108,53,1,1,false,4407,135.0,26.0,2,1,false,2,male
893,true,white,approve,1,90,45,1,2,false,3900,239.0,35.6,4,1,false,2,male
894,true,white,approve,1,90,33,1,1,false,2686,100.0,14.36,2,1,false,2,male
895,true,white,approve,1,215,204,1,3,true,16976,277.337,24.25,2,2,false,2,male
896,true,white,approve,1,90,37,1,0,false,3124,119.9,78.33,2,1,false,1,female
897,true,white,approve,1,115,55,1,1,false,2750,127.8,20.17,2,1,false,2,male
898,true,white,approve,1,186,71,1,0,false,3000,233.0,14.0,2,2,false,2,male
899,true,white,approve,1,59,32,1,0,false,2763,99.0,81.0,2,4,false,1,female
900,true,hispan,approve,1,207,87,1,0,false,3993,230.0,40.09,2,3,false,2,male
901,true,white,approve,1,80,45,1,0,false,3103,100.0,5.0,2,1,false,2,male
902,true,white,approve,1,330,213,1,0,true,5517,180.0,63.4,2,1,false,2,male
903,false,black,reject,1,84,36,1,0,false,2964,88.0,20.0,2,5,false,2,male
904,true,white,approve,1,436,175,1,0,false,14583,545.0,113.0,1,1,false,2,male
905,true,white,approve,1,124,49,1,0,false,4100,124.6,6.7,2,2,false,1,female
906,false,white,approve,1,116,67,1,0,false,5583,145.0,88.0,2,2,false,1,male
907,false,white,reject,1,158,72,1,1,true,4053,175.0,22.0,2,6,true,2,male
908,false,white,approve,1,65,33,1,0,false,2708,87.0,26.0,2,1,false,1,female
909,false,white,approve,1,68,26,1,0,false,2167,80.0,27.0,2,1,false,2,female
910,true,white,approve,1,170,86,1,0,false,4699,180.0,19.0,2,1,false,2,male
911,true,white,approve,1,112,57,1,0,false,3927,150.0,34.0,2,2,false,2,male
912,true,hispan,approve,1,78,40,1,2,false,2301,70.0,0.386,1,1,false,2,male
913,true,white,approve,1,150,60,1,3,false,5000,208.0,16.0,1,5,false,2,male
914,false,hispan,approve,1,54,42,1,0,false,1811,62.0,10.0,2,5,false,1,female
915,false,white,approve,1,100,58,1,0,false,4802,180.0,106.0,1,6,false,1,female
916,true,white,approve,1,274,105,1,0,false,4167,342.5,93.4,2,1,false,2,male
917,false,white,approve,1,103,57,1,0,false,4800,129.0,41.0,2,1,false,2,male
918,false,white,approve,1,80,67,1,1,false,3180,160.0,23.77,1,1,false,2,male
919,true,white,reject,2,85,261,1,0,false,20667,109.0,108.0,2,1,false,1,male
920,false,hispan,reject,1,170,27,3,0,false,2268,178.55,22.0,2,4,false,3,male
921,false,white,approve,1,89,75,1,0,false,3158,111.0,21.91,2,2,false,2,male
922,false,white,reject,1,99,51,2,0,true,2600,110.0,28.0,2,1,false,3,female
923,true,white,approve,1,120,56,1,0,false,3704,150.0,37.0,2,2,false,2,male
924,true,white,approve,1,182,53,1,0,false,4432,227.0,683.0,1,6,false,1,female
925,false,white,approve,1,140,96,1,0,false,8155,200.0,729.0,2,1,false,1,female
926,true,white,approve,1,260,106,1,2,false,8698,325.0,288.0,1,2,false,2,male
927,true,white,approve,1,143,72,1,0,false,4970,246.0,36.0,2,1,false,2,male
928,false,white,approve,1,115,50,1,0,false,4124,127.0,2.0,2,4,false,1,female
929,true,white,approve,1,175,59,1,1,false,4291,265.5,13.58,2,6,false,2,male
930,false,black,reject,1,120,38,1,2,false,1141,133.0,12.96,2,6,true,1,male
931,true,hispan,approve,1,62,25,1,3,false,2052,93.0,37.7,2,2,false,2,female
932,false,white,approve,1,187,114,1,0,false,9508,225.0,9.0,2,1,false,2,male
933,true,white,approve,1,139,66,1,0,false,3075,154.0,22.0,2,1,false,2,male
934,false,white,approve,1,144,71,1,0,false,5896,222.0,98.0,1,5,false,2,female
935,true,black,reject,1,127,49,1,2,false,4400,141.0,17.0,2,3,false,2,male
936,true,hispan,approve,1,153,79,1,0,false,3922,228.0,227.8,2,1,false,1,male
937,true,white,approve,1,134,57,1,2,false,3153,168.0,67.0,1,2,false,2,male
938,true,white,approve,1,980,250,2,0,false,16666,760.0,256.0,1,1,false,2,male
939,false,hispan,approve,1,57,46,1,3,false,2167,63.0,10.0,2,6,false,2,male
940,true,white,approve,1,135,66,1,0,false,3042,146.0,13.0,2,5,false,1,male
941,false,white,approve,1,153,19,1,0,false,1679,170.0,19.0,2,2,false,2,male
942,false,black,approve,1,143,65,1,0,false,5417,180.0,39.0,2,5,false,1,female
943,true,white,approve,1,116,29,1,1,false,2371,146.0,42.0,2,1,false,2,male
944,true,white,approve,1,172,69,1,0,false,2383,216.0,61.7,2,2,false,2,male
945,true,black,approve,1,114,89,1,0,false,4238,113.6,33.0,1,1,false,2,male
946,true,white,approve,1,110,68,1,3,false,4416,235.0,2.56,1,6,false,2,male
947,true,black,reject,1,94,56,1,3,false,1750,118.0,6.0,1,6,true,2,female
948,false,white,approve,1,75,48,1,0,true,6600,75.0,20.0,2,1,false,2,male
949,true,white,approve,1,313,252,1,2,true,21022,391.0,110.0,1,5,false,2,male
950,true,white,approve,1,200,82,1,1,false,6875,250.0,61.87,2,1,false,2,male
951,true,white,approve,1,135,56,1,1,false,4666,255.0,148.0,1,1,false,2,female
952,false,white,approve,1,151,72,1,0,false,5000,168.0,37.0,2,1,false,1,female
953,false,white,approve,1,155,62,1,0,false,5208,215.0,50.0,2,1,false,2,male
954,true,white,approve,1,285,115,1,1,false,9617,375.0,95.0,1,2,false,2,male
955,false,white,approve,1,162,32,3,0,true,4841,162.0,15.51,2,2,false,3,male
956,true,white,reject,1,79,43,1,1,false,3564,83.0,2.0,2,1,false,2,female
957,true,white,approve,1,135,65,1,2,false,3480,150.0,13.0,2,2,false,2,male
958,false,white,approve,1,110,54,1,0,false,3958,137.0,58.0,2,1,false,1,female
959,true,white,approve,1,170,110,1,2,false,9166,253.0,99.8,2,1,false,2,male
960,true,black,reject,1,113,60,1,1,false,2014,125.0,31.0,2,6,false,2,male
961,true,hispan,reject,1,93,40,1,0,false,1800,85.0,4.5,1,6,true,2,male
962,false,white,approve,1,97,58,1,0,false,2695,121.0,17.0,1,1,false,2,female
963,false,white,approve,1,91,37,1,1,false,3353,114.0,8.0,2,2,false,1,female
964,true,white,approve,1,181,47,1,2,true,2770,278.0,106.0,1,1,false,2,male
965,false,white,approve,1,95,44,1,0,false,3650,125.0,2.0,2,2,false,2,female
966,false,white,approve,1,142,103,1,0,false,8572,242.0,146.0,1,1,false,1,male
967,true,white,approve,1,115,48,1,0,false,4116,220.0,177.0,1,1,false,2,male
968,true,hispan,approve,1,396,150,1,1,false,12500,495.0,96.0,2,2,false,2,male
969,true,white,approve,1,105,666,1,1,false,2875,165.0,90.0,2,1,false,2,male
970,true,white,approve,1,130,54,1,2,false,4483,206.0,9.0,1,1,false,2,male
971,false,white,approve,1,132,60,1,0,false,5000,155.0,3.75,2,2,false,1,female
972,true,white,approve,1,143,63,1,0,false,5225,212.0,36.55,3,3,false,2,male
973,false,white,approve,1,144,84,1,1,false,3880,160.0,37.0,2,3,false,2,female
974,true,white,approve,1,96,41,1,1,false,1625,120.0,20.0,2,2,false,2,male
975,false,black,approve,1,140,78,1,0,false,4000,178.0,50.0,2,1,false,2,male
976,false,white,approve,1,159,68,1,0,false,3017,212.0,97.0,2,5,false,2,male
977,false,white,approve,1,134,60,1,1,false,3658,179.0,65.4,2,1,false,1,.
978,true,white,approve,1,183,91,1,2,false,7600,229.0,147.0,1,1,true,2,male
979,true,white,approve,1,166,80,1,0,false,3292,222.0,48.69,1,1,false,2,male
980,true,white,approve,1,120,34,1,3,true,7485,160.0,62.0,2,5,false,1,male
981,false,white,approve,1,111,46,1,0,false,3382,129.0,45.0,2,1,false,2,male
982,true,white,approve,1,128,68,1,0,false,2631,142.0,21.96,1,3,false,2,male
983,true,white,approve,1,169,83,1,0,false,3895,188.0,45.0,2,1,false,2,male
984,false,white,approve,1,212,105,1,0,false,7252,235.0,33.0,2,1,false,2,male
985,true,black,approve,1,130,48,1,0,false,3908,142.0,21.0,2,6,false,2,male
